rpt_month,rpt_year,rptsrc,age,n
5,2017,social services,17,68
5,2017,social services,18,3
5,2017,social services,NA,2
5,2017,substitute care ,1,2
5,2017,substitute care ,2,3
5,2017,substitute care ,3,2
5,2017,substitute care ,4,10
5,2017,substitute care ,5,8
5,2017,substitute care ,6,5
5,2017,substitute care ,7,6
5,2017,substitute care ,8,6
5,2017,substitute care ,9,2
5,2017,substitute care ,10,5
5,2017,substitute care ,11,5
5,2017,substitute care ,12,4
5,2017,substitute care ,13,4
5,2017,substitute care ,14,6
5,2017,substitute care ,15,7
5,2017,substitute care ,16,10
5,2017,substitute care ,17,14
5,2017,NA,0,46
5,2017,NA,1,38
5,2017,NA,2,48
5,2017,NA,3,43
5,2017,NA,4,49
5,2017,NA,5,38
5,2017,NA,6,45
5,2017,NA,7,40
5,2017,NA,8,43
5,2017,NA,9,40
5,2017,NA,10,35
5,2017,NA,11,37
5,2017,NA,12,31
5,2017,NA,13,23
5,2017,NA,14,30
5,2017,NA,15,27
5,2017,NA,16,32
5,2017,NA,17,14
5,2017,NA,18,1
5,2017,NA,NA,2
5,2018,day care,0,143
5,2018,day care,1,221
5,2018,day care,2,310
5,2018,day care,3,334
5,2018,day care,4,363
5,2018,day care,5,283
5,2018,day care,6,120
5,2018,day care,7,87
5,2018,day care,8,94
5,2018,day care,9,76
5,2018,day care,10,58
5,2018,day care,11,50
5,2018,day care,12,44
5,2018,day care,13,30
5,2018,day care,14,24
5,2018,day care,15,14
5,2018,day care,16,18
5,2018,day care,17,16
5,2018,day care,18,3
5,2018,day care,NA,20
5,2018,education,0,1666
5,2018,education,1,1935
5,2018,education,2,2203
5,2018,education,3,2621
5,2018,education,4,3641
5,2018,education,5,5290
5,2018,education,6,7231
5,2018,education,7,7411
5,2018,education,8,7438
5,2018,education,9,7302
5,2018,education,10,6982
5,2018,education,11,6747
5,2018,education,12,6212
5,2018,education,13,5806
5,2018,education,14,5095
5,2018,education,15,4520
5,2018,education,16,3968
5,2018,education,17,3030
5,2018,education,18,98
5,2018,education,NA,197
5,2018,medical,0,9458
5,2018,medical,1,2465
5,2018,medical,2,2204
5,2018,medical,3,2022
5,2018,medical,4,1756
5,2018,medical,5,1670
5,2018,medical,6,1503
5,2018,medical,7,1476
5,2018,medical,8,1474
5,2018,medical,9,1394
5,2018,medical,10,1368
5,2018,medical,11,1215
5,2018,medical,12,1203
5,2018,medical,13,1265
5,2018,medical,14,1223
5,2018,medical,15,1259
5,2018,medical,16,1155
5,2018,medical,17,976
5,2018,medical,18,23
5,2018,medical,NA,99
5,2018,mental health,0,647
5,2018,mental health,1,574
5,2018,mental health,2,623
5,2018,mental health,3,736
5,2018,mental health,4,812
5,2018,mental health,5,957
5,2018,mental health,6,1149
5,2018,mental health,7,1253
5,2018,mental health,8,1256
5,2018,mental health,9,1315
5,2018,mental health,10,1430
5,2018,mental health,11,1480
5,2018,mental health,12,1558
5,2018,mental health,13,1589
5,2018,mental health,14,1584
5,2018,mental health,15,1657
5,2018,mental health,16,1458
5,2018,mental health,17,1062
5,2018,mental health,18,34
5,2018,mental health,NA,60
5,2018,non-professional,0,8230
5,2018,non-professional,1,8236
5,2018,non-professional,2,8597
5,2018,non-professional,3,8733
5,2018,non-professional,4,8226
5,2018,non-professional,5,8165
5,2018,non-professional,6,7564
5,2018,non-professional,7,7285
5,2018,non-professional,8,7222
5,2018,non-professional,9,6998
5,2018,non-professional,10,6719
5,2018,non-professional,11,6369
5,2018,non-professional,12,5747
5,2018,non-professional,13,5338
5,2018,non-professional,14,5177
5,2018,non-professional,15,4716
5,2018,non-professional,16,4139
5,2018,non-professional,17,3319
5,2018,non-professional,18,243
5,2018,non-professional,NA,826
5,2018,police,0,5609
5,2018,police,1,5359
5,2018,police,2,5690
5,2018,police,3,5607
5,2018,police,4,4989
5,2018,police,5,4439
5,2018,police,6,3983
5,2018,police,7,3762
5,2018,police,8,3730
5,2018,police,9,3696
5,2018,police,10,3618
5,2018,police,11,3538
5,2018,police,12,3373
5,2018,police,13,3344
5,2018,police,14,3255
5,2018,police,15,3244
5,2018,police,16,3008
5,2018,police,17,2249
5,2018,police,18,58
5,2018,police,NA,206
5,2018,social services,0,3930
5,2018,social services,1,2129
5,2018,social services,2,1999
5,2018,social services,3,2082
5,2018,social services,4,2112
5,2018,social services,5,2062
5,2018,social services,6,2009
5,2018,social services,7,1968
5,2018,social services,8,2013
5,2018,social services,9,1993
5,2018,social services,10,1957
5,2018,social services,11,1927
5,2018,social services,12,1795
5,2018,social services,13,1859
5,2018,social services,14,1991
5,2018,social services,15,1942
5,2018,social services,16,1828
5,2018,social services,17,1500
5,2018,social services,18,46
5,2018,social services,NA,149
5,2018,substitute care ,0,78
5,2018,substitute care ,1,61
5,2018,substitute care ,2,68
5,2018,substitute care ,3,97
5,2018,substitute care ,4,103
5,2018,substitute care ,5,105
5,2018,substitute care ,6,60
5,2018,substitute care ,7,53
5,2018,substitute care ,8,76
5,2018,substitute care ,9,47
5,2018,substitute care ,10,73
5,2018,substitute care ,11,68
5,2018,substitute care ,12,49
5,2018,substitute care ,13,76
5,2018,substitute care ,14,76
5,2018,substitute care ,15,88
5,2018,substitute care ,16,74
5,2018,substitute care ,17,59
5,2018,substitute care ,18,4
5,2018,substitute care ,NA,4
5,2018,NA,0,1375
5,2018,NA,1,1118
5,2018,NA,2,1129
5,2018,NA,3,1085
5,2018,NA,4,1096
5,2018,NA,5,1199
5,2018,NA,6,1242
5,2018,NA,7,1222
5,2018,NA,8,1210
5,2018,NA,9,1187
5,2018,NA,10,1120
5,2018,NA,11,1051
5,2018,NA,12,1033
5,2018,NA,13,971
5,2018,NA,14,869
5,2018,NA,15,808
5,2018,NA,16,767
5,2018,NA,17,385
5,2018,NA,18,8
5,2018,NA,NA,71
5,2019,day care,0,159
5,2019,day care,1,253
5,2019,day care,2,317
5,2019,day care,3,382
5,2019,day care,4,382
5,2019,day care,5,295
5,2019,day care,6,116
5,2019,day care,7,98
5,2019,day care,8,74
5,2019,day care,9,73
5,2019,day care,10,68
5,2019,day care,11,47
5,2019,day care,12,26
5,2019,day care,13,32
5,2019,day care,14,23
5,2019,day care,15,25
5,2019,day care,16,21
5,2019,day care,17,21
5,2019,day care,NA,13
5,2019,education,0,1637
5,2019,education,1,1906
5,2019,education,2,2224
5,2019,education,3,2705
5,2019,education,4,3654
5,2019,education,5,5263
5,2019,education,6,7496
5,2019,education,7,7290
5,2019,education,8,7259
5,2019,education,9,7440
5,2019,education,10,7168
5,2019,education,11,7026
5,2019,education,12,6654
5,2019,education,13,5742
5,2019,education,14,5350
5,2019,education,15,4809
5,2019,education,16,4045
5,2019,education,17,2973
5,2019,education,18,59
5,2019,education,NA,194
5,2019,medical,0,9692
5,2019,medical,1,2494
5,2019,medical,2,2222
5,2019,medical,3,1964
5,2019,medical,4,1832
5,2019,medical,5,1618
5,2019,medical,6,1630
5,2019,medical,7,1412
5,2019,medical,8,1365
5,2019,medical,9,1370
5,2019,medical,10,1294
5,2019,medical,11,1313
5,2019,medical,12,1315
5,2019,medical,13,1243
5,2019,medical,14,1333
5,2019,medical,15,1407
5,2019,medical,16,1198
5,2019,medical,17,974
5,2019,medical,18,23
5,2019,medical,NA,94
5,2019,mental health,0,635
5,2019,mental health,1,601
5,2019,mental health,2,672
5,2019,mental health,3,709
5,2019,mental health,4,850
5,2019,mental health,5,933
5,2019,mental health,6,1146
5,2019,mental health,7,1220
5,2019,mental health,8,1285
5,2019,mental health,9,1406
5,2019,mental health,10,1410
5,2019,mental health,11,1501
5,2019,mental health,12,1621
5,2019,mental health,13,1676
5,2019,mental health,14,1745
5,2019,mental health,15,1648
5,2019,mental health,16,1495
5,2019,mental health,17,1069
5,2019,mental health,18,21
5,2019,mental health,NA,75
5,2019,non-professional,0,7752
5,2019,non-professional,1,7746
5,2019,non-professional,2,8071
5,2019,non-professional,3,8067
5,2019,non-professional,4,8128
5,2019,non-professional,5,7609
5,2019,non-professional,6,7512
5,2019,non-professional,7,6824
5,2019,non-professional,8,6635
5,2019,non-professional,9,6631
5,2019,non-professional,10,6294
5,2019,non-professional,11,6134
5,2019,non-professional,12,5827
5,2019,non-professional,13,5450
5,2019,non-professional,14,4948
5,2019,non-professional,15,4764
5,2019,non-professional,16,4298
5,2019,non-professional,17,3231
5,2019,non-professional,18,137
5,2019,non-professional,NA,879
5,2019,police,0,5658
5,2019,police,1,5297
5,2019,police,2,5613
5,2019,police,3,5395
5,2019,police,4,4988
5,2019,police,5,4477
5,2019,police,6,4075
5,2019,police,7,3826
5,2019,police,8,3642
5,2019,police,9,3575
5,2019,police,10,3615
5,2019,police,11,3675
5,2019,police,12,3596
5,2019,police,13,3481
5,2019,police,14,3437
5,2019,police,15,3392
5,2019,police,16,3098
5,2019,police,17,2194
5,2019,police,18,40
5,2019,police,NA,214
5,2019,social services,0,3988
5,2019,social services,1,2117
5,2019,social services,2,2044
5,2019,social services,3,2012
5,2019,social services,4,2075
5,2019,social services,5,2059
5,2019,social services,6,2073
5,2019,social services,7,2021
5,2019,social services,8,1928
5,2019,social services,9,2010
5,2019,social services,10,1967
5,2019,social services,11,1957
5,2019,social services,12,1970
5,2019,social services,13,1941
5,2019,social services,14,1940
5,2019,social services,15,1954
5,2019,social services,16,1812
5,2019,social services,17,1470
5,2019,social services,18,42
5,2019,social services,NA,178
5,2019,substitute care ,0,86
5,2019,substitute care ,1,80
5,2019,substitute care ,2,83
5,2019,substitute care ,3,84
5,2019,substitute care ,4,126
5,2019,substitute care ,5,85
5,2019,substitute care ,6,80
5,2019,substitute care ,7,72
5,2019,substitute care ,8,48
5,2019,substitute care ,9,66
5,2019,substitute care ,10,72
5,2019,substitute care ,11,65
5,2019,substitute care ,12,75
5,2019,substitute care ,13,62
5,2019,substitute care ,14,90
5,2019,substitute care ,15,86
5,2019,substitute care ,16,75
5,2019,substitute care ,17,71
5,2019,substitute care ,18,3
5,2019,substitute care ,NA,8
5,2019,NA,0,1177
5,2019,NA,1,949
5,2019,NA,2,1025
5,2019,NA,3,1026
5,2019,NA,4,1018
5,2019,NA,5,1067
5,2019,NA,6,1169
5,2019,NA,7,1051
5,2019,NA,8,1049
5,2019,NA,9,987
5,2019,NA,10,1014
5,2019,NA,11,984
5,2019,NA,12,885
5,2019,NA,13,869
5,2019,NA,14,834
5,2019,NA,15,767
5,2019,NA,16,649
5,2019,NA,17,383
5,2019,NA,18,3
5,2019,NA,NA,60
5,2020,day care,0,63
5,2020,day care,1,79
5,2020,day care,2,123
5,2020,day care,3,120
5,2020,day care,4,138
5,2020,day care,5,106
5,2020,day care,6,73
5,2020,day care,7,48
5,2020,day care,8,35
5,2020,day care,9,42
5,2020,day care,10,24
5,2020,day care,11,21
5,2020,day care,12,17
5,2020,day care,13,13
5,2020,day care,14,11
5,2020,day care,15,12
5,2020,day care,16,15
5,2020,day care,17,11
5,2020,day care,NA,10
5,2020,education,0,177
5,2020,education,1,191
5,2020,education,2,238
5,2020,education,3,286
5,2020,education,4,313
5,2020,education,5,418
5,2020,education,6,584
5,2020,education,7,623
5,2020,education,8,585
5,2020,education,9,692
5,2020,education,10,693
5,2020,education,11,716
5,2020,education,12,731
5,2020,education,13,669
5,2020,education,14,618
5,2020,education,15,588
5,2020,education,16,516
5,2020,education,17,449
5,2020,education,18,11
5,2020,education,NA,25
5,2020,medical,0,8981
5,2020,medical,1,1985
5,2020,medical,2,1705
5,2020,medical,3,1475
5,2020,medical,4,1405
5,2020,medical,5,1242
5,2020,medical,6,1084
5,2020,medical,7,1012
5,2020,medical,8,900
5,2020,medical,9,875
5,2020,medical,10,863
5,2020,medical,11,871
5,2020,medical,12,954
5,2020,medical,13,892
5,2020,medical,14,945
5,2020,medical,15,899
5,2020,medical,16,882
5,2020,medical,17,807
5,2020,medical,18,9
5,2020,medical,NA,65
5,2020,mental health,0,472
5,2020,mental health,1,370
5,2020,mental health,2,436
5,2020,mental health,3,449
5,2020,mental health,4,513
5,2020,mental health,5,571
5,2020,mental health,6,600
5,2020,mental health,7,647
5,2020,mental health,8,643
5,2020,mental health,9,715
5,2020,mental health,10,693
5,2020,mental health,11,772
5,2020,mental health,12,922
5,2020,mental health,13,992
5,2020,mental health,14,986
5,2020,mental health,15,989
5,2020,mental health,16,970
5,2020,mental health,17,714
5,2020,mental health,18,11
5,2020,mental health,NA,47
5,2020,non-professional,0,6481
5,2020,non-professional,1,6356
5,2020,non-professional,2,6510
5,2020,non-professional,3,6405
5,2020,non-professional,4,6364
5,2020,non-professional,5,6318
5,2020,non-professional,6,6043
5,2020,non-professional,7,5627
5,2020,non-professional,8,5347
5,2020,non-professional,9,4794
5,2020,non-professional,10,4885
5,2020,non-professional,11,4696
5,2020,non-professional,12,4709
5,2020,non-professional,13,4433
5,2020,non-professional,14,4133
5,2020,non-professional,15,3775
5,2020,non-professional,16,3406
5,2020,non-professional,17,2628
5,2020,non-professional,18,104
5,2020,non-professional,NA,577
5,2020,police,0,5129
5,2020,police,1,4864
5,2020,police,2,5161
5,2020,police,3,4938
5,2020,police,4,4535
5,2020,police,5,4298
5,2020,police,6,3875
5,2020,police,7,3636
5,2020,police,8,3408
5,2020,police,9,3239
5,2020,police,10,3185
5,2020,police,11,3179
5,2020,police,12,3211
5,2020,police,13,3247
5,2020,police,14,3195
5,2020,police,15,2965
5,2020,police,16,2661
5,2020,police,17,1947
5,2020,police,18,58
5,2020,police,NA,156
5,2020,social services,0,2889
5,2020,social services,1,1353
5,2020,social services,2,1346
5,2020,social services,3,1327
5,2020,social services,4,1332
5,2020,social services,5,1189
5,2020,social services,6,1215
5,2020,social services,7,1212
5,2020,social services,8,1048
5,2020,social services,9,1126
5,2020,social services,10,1127
5,2020,social services,11,1088
5,2020,social services,12,1207
5,2020,social services,13,1264
5,2020,social services,14,1248
5,2020,social services,15,1219
5,2020,social services,16,1214
5,2020,social services,17,968
5,2020,social services,18,27
5,2020,social services,NA,91
5,2020,substitute care ,0,32
5,2020,substitute care ,1,39
5,2020,substitute care ,2,46
5,2020,substitute care ,3,44
5,2020,substitute care ,4,49
5,2020,substitute care ,5,60
5,2020,substitute care ,6,55
5,2020,substitute care ,7,44
5,2020,substitute care ,8,48
5,2020,substitute care ,9,50
5,2020,substitute care ,10,51
5,2020,substitute care ,11,50
5,2020,substitute care ,12,57
5,2020,substitute care ,13,52
5,2020,substitute care ,14,61
5,2020,substitute care ,15,65
5,2020,substitute care ,16,53
5,2020,substitute care ,17,57
5,2020,substitute care ,18,3
5,2020,substitute care ,NA,7
5,2020,NA,0,444
5,2020,NA,1,282
5,2020,NA,2,337
5,2020,NA,3,342
5,2020,NA,4,318
5,2020,NA,5,326
5,2020,NA,6,314
5,2020,NA,7,289
5,2020,NA,8,267
5,2020,NA,9,256
5,2020,NA,10,295
5,2020,NA,11,251
5,2020,NA,12,268
5,2020,NA,13,248
5,2020,NA,14,238
5,2020,NA,15,228
5,2020,NA,16,212
5,2020,NA,17,135
5,2020,NA,18,8
5,2020,NA,NA,25
6,2016,medical,0,3
6,2016,non-professional,0,1
6,2016,police,0,3
6,2016,police,1,1
6,2016,police,3,1
6,2017,day care,0,9
6,2017,day care,1,13
6,2017,day care,2,12
6,2017,day care,3,15
6,2017,day care,4,20
6,2017,day care,5,13
6,2017,day care,6,4
6,2017,day care,7,9
6,2017,day care,8,2
6,2017,day care,9,5
6,2017,day care,10,7
6,2017,day care,11,4
6,2017,day care,12,3
6,2017,day care,13,1
6,2017,day care,14,2
6,2017,day care,15,3
6,2017,day care,17,1
6,2017,education,0,30
6,2017,education,1,35
6,2017,education,2,41
6,2017,education,3,53
6,2017,education,4,59
6,2017,education,5,88
6,2017,education,6,112
6,2017,education,7,130
6,2017,education,8,115
6,2017,education,9,124
6,2017,education,10,89
6,2017,education,11,93
6,2017,education,12,92
6,2017,education,13,98
6,2017,education,14,82
6,2017,education,15,84
6,2017,education,16,53
6,2017,education,17,33
6,2017,education,18,2
6,2017,education,NA,2
6,2017,medical,0,682
6,2017,medical,1,184
6,2017,medical,2,161
6,2017,medical,3,154
6,2017,medical,4,127
6,2017,medical,5,117
6,2017,medical,6,104
6,2017,medical,7,105
6,2017,medical,8,93
6,2017,medical,9,103
6,2017,medical,10,86
6,2017,medical,11,76
6,2017,medical,12,78
6,2017,medical,13,86
6,2017,medical,14,87
6,2017,medical,15,90
6,2017,medical,16,66
6,2017,medical,17,50
6,2017,medical,18,5
6,2017,medical,NA,6
6,2017,mental health,0,45
6,2017,mental health,1,39
6,2017,mental health,2,49
6,2017,mental health,3,44
6,2017,mental health,4,54
6,2017,mental health,5,60
6,2017,mental health,6,80
6,2017,mental health,7,82
6,2017,mental health,8,80
6,2017,mental health,9,87
6,2017,mental health,10,91
6,2017,mental health,11,63
6,2017,mental health,12,85
6,2017,mental health,13,97
6,2017,mental health,14,121
6,2017,mental health,15,112
6,2017,mental health,16,85
6,2017,mental health,17,58
6,2017,mental health,NA,2
6,2017,non-professional,0,604
6,2017,non-professional,1,579
6,2017,non-professional,2,637
6,2017,non-professional,3,660
6,2017,non-professional,4,621
6,2017,non-professional,5,626
6,2017,non-professional,6,543
6,2017,non-professional,7,535
6,2017,non-professional,8,532
6,2017,non-professional,9,511
6,2017,non-professional,10,466
6,2017,non-professional,11,439
6,2017,non-professional,12,405
6,2017,non-professional,13,376
6,2017,non-professional,14,393
6,2017,non-professional,15,359
6,2017,non-professional,16,298
6,2017,non-professional,17,263
6,2017,non-professional,18,27
6,2017,non-professional,NA,49
6,2017,police,0,451
6,2017,police,1,423
6,2017,police,2,465
6,2017,police,3,391
6,2017,police,4,363
6,2017,police,5,355
6,2017,police,6,297
6,2017,police,7,319
6,2017,police,8,299
6,2017,police,9,293
6,2017,police,10,288
6,2017,police,11,282
6,2017,police,12,244
6,2017,police,13,267
6,2017,police,14,261
6,2017,police,15,222
6,2017,police,16,205
6,2017,police,17,143
6,2017,police,18,10
6,2017,police,NA,19
6,2017,social services,0,340
6,2017,social services,1,173
6,2017,social services,2,177
6,2017,social services,3,178
6,2017,social services,4,173
6,2017,social services,5,158
6,2017,social services,6,170
6,2017,social services,7,167
6,2017,social services,8,152
6,2017,social services,9,157
6,2017,social services,10,151
6,2017,social services,11,139
6,2017,social services,12,146
6,2017,social services,13,142
6,2017,social services,14,137
6,2017,social services,15,163
6,2017,social services,16,152
6,2017,social services,17,107
6,2017,social services,18,10
6,2017,social services,NA,12
6,2017,substitute care ,0,13
6,2017,substitute care ,1,8
6,2017,substitute care ,2,4
6,2017,substitute care ,3,7
6,2017,substitute care ,4,9
6,2017,substitute care ,5,9
6,2017,substitute care ,6,9
6,2017,substitute care ,7,3
6,2017,substitute care ,8,3
6,2017,substitute care ,9,7
6,2017,substitute care ,10,6
6,2017,substitute care ,11,8
6,2017,substitute care ,12,7
6,2017,substitute care ,13,9
